iter	RMSE
224	0.004697583382
225	0.004695347766
226	0.004692778864
227	0.004691576414
228	0.004689665863
229	0.004686975413
230	0.004684084263
231	0.004681129709
232	0.004678885077
233	0.004676125204
234	0.004673309087
235	0.004671803022
236	0.004669376439
237	0.004666490593
238	0.004664615462
239	0.004661933881
240	0.004659643721
241	0.004656837002
242	0.004654261993
243	0.004651547062
244	0.004648297023
245	0.004646487355
246	0.004644314629
247	0.004641920568
248	0.004640018161
249	0.004638393305
250	0.004635952795
251	0.004633852786
252	0.004631865023
253	0.004628392172
254	0.004625539995
255	0.004622792283
256	0.004620553741
257	0.004618906922
258	0.004616989981
259	0.00461516674
260	0.004613779307
261	0.004610470769
262	0.004608245907
263	0.004605319046
264	0.004603621479
265	0.004601034536
266	0.004598708773
267	0.004596879603
268	0.004595084371
269	0.004592445553
270	0.004589714614
271	0.004587801618
272	0.004585968482
273	0.004583655466
274	0.004582642595
275	0.004578746764
276	0.004577208104
277	0.004575023205
278	0.004573264668
279	0.004571428318
280	0.004569798536
281	0.004568769067
282	0.004566846188
283	0.00456534043
284	0.004562639971
285	0.004559240881
286	0.004557300216
287	0.004554113831
288	0.0045506136
289	0.004549800834
290	0.004547962423
291	0.004544940362
292	0.004543565484
293	0.004540695151
294	0.00453877431
295	0.004537229913
296	0.004535413256
297	0.004533943108
298	0.004531512355
299	0.004529553226
300	0.00452664743
301	0.004526091891
302	0.0045249447
303	0.004523255938
304	0.004521609793
305	0.004519620712
306	0.00451812249
307	0.00451546237
308	0.004513519164
309	0.004511994372
310	0.004510805197
311	0.004508755721
312	0.004506930135
313	0.004505513262
314	0.004503693999
315	0.004502051807
316	0.004499760646
317	0.004498613038
318	0.004497237729
319	0.00449553036
320	0.004493568775
321	0.004492055044
322	0.004490482355
323	0.004488838478
324	0.004486405217
325	0.004485416788
326	0.004484825112
327	0.004483537308
328	0.004481937462
329	0.004480441722
330	0.004479262971
331	0.004478226127
332	0.004475815738
333	0.004474474544
334	0.004473425258
335	0.004470806124
336	0.004469148689
337	0.004468514773
338	0.004467272107
339	0.004465611623
340	0.004464139366
341	0.004463500438
342	0.004459738578
343	0.004456368479
344	0.004454452027
345	0.004452910021
346	0.004451499161
347	0.004450041424
348	0.004448653703
349	0.004446869489
350	0.004445358336
351	0.004443824971
352	0.004442555385
353	0.004441581407
354	0.00444021403
355	0.004439198157
356	0.004437846089
357	0.004436012131
358	0.004434167703
359	0.004432543121
360	0.004429931032
361	0.004427278315
362	0.004426019541
363	0.004424814182
364	0.004422732621
365	0.004420878185
366	0.004419790518
367	0.004419113108
368	0.00441739578
369	0.004415901815
370	0.004413517829
371	0.004411884887
372	0.00441068722
373	0.004409283537
374	0.004408506545
375	0.004406806314
376	0.00440502479
377	0.004403705921
378	0.004402947244
379	0.004400875386
380	0.004398662386
381	0.004396459431
382	0.004395394934
383	0.00439393154
384	0.004392885004
385	0.004391738697
386	0.004390709928
387	0.004389803121
388	0.00438837308
389	0.004387691229
390	0.004386733967
391	0.004385337676
392	0.004384408959
393	0.004383127835
394	0.004382165651
395	0.004380590602
396	0.004379633791
397	0.004377803743
398	0.004376490216
399	0.004373662558
400	0.00437182324
401	0.004370680454
402	0.004368579625
403	0.00436658408
404	0.00436601843
405	0.00436462555
406	0.004363529679
407	0.004362774548
408	0.004361082169
409	0.004359949284
410	0.004357292698
411	0.004356316361
412	0.004355199562
413	0.004353284874
414	0.004352164704
415	0.004349993573
416	0.004348385629
417	0.00434730144
418	0.004345246432
419	0.00434392399
420	0.004342500604
421	0.004341279554
422	0.004338974057
423	0.004337250786
424	0.004336314647
425	0.004335362391
426	0.004334284419
427	0.004333167811
428	0.004331467317
429	0.004330358612
430	0.00432922895
